250801_181305,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181305,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181306,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181306,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181307,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181307,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181308,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181308,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181309,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181309,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181310,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181310,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181311,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181311,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181312,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181312,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181313,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181313,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181314,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181314,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181315,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181315,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181316,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181316,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181317,GPS_GS : $GPRMC,,V,,,,,,,,,,N*53
250801_181317,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181318,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181318,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181319,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181320,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181320,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181321,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181321,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181322,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181322,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181323,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181323,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181324,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181324,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181324,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181325,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181325,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181326,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181326,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181327,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181328,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181328,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181329,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181329,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181330,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181330,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181331,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181331,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181332,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181332,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181333,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181333,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181333,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181334,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181334,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181335,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181336,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181336,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181337,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181337,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181338,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181338,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181339,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181339,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181340,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181340,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181341,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181341,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181342,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181342,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181343,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181343,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181344,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181344,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181344,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181345,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181345,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181346,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181346,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181347,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181347,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181348,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181348,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181349,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181349,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181350,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181350,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181351,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181352,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181352,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181353,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181353,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181353,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181354,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181355,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181355,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181355,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181356,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181356,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181357,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181357,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181358,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181359,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181359,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181359,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
250801_181400,GPS_GS : $GPRMC,,V,,,,,,,270725,,,N*56
250801_181400,GPS_GS : $GPGGA,,,,,,0,00,99.99,,,,,,*48
