GPS_DATA,$GPGGA,063647.328,,,,,0,00,,,M,0.0,M,,0000*5F
GPS_DATA,$GPGGA,063648.327,,,,,0,00,,,M,0.0,M,,0000*5F
GPS_DATA,$GPGGA,063649.327,,,,,0,00,,,M,0.0,M,,0000*5E
GPS_DATA,$GPGGA,063650.327,,,,,0,00,,,M,0.0,M,,0000*56
GPS_DATA,$GPGGA,063651.327,,,,,0,00,,,M,0.0,M,,0000*57
GPS_DATA,$GPGGA,063652.326,,,,,0,00,,,M,0.0,M,,0000*55
GPS_DATA,$GPGGA,063653.326,,,,,0,00,,,M,0.0,M,,0000*54
GPS_DATA,$GPGGA,063654.327,,,,,0,00,,,M,0.0,M,,0000*52
GPS_DATA,$GPGGA,063655.327,,,,,0,00,,,M,0.0,M,,0000*53
GPS_DATA,$GPGGA,063656.327,,,,,0,00,,,M,0.0,M,,0000*50
GPS_DATA,$GPGGA,063657.323,,,,,0,00,,,M,0.0,M,,0000*55
GPS_DATA,$GPGGA,063658.323,,,,,0,00,,,M,0.0,M,,0000*5A
GPS_DATA,$GPGGA,063659.323,,,,,0,00,,,M,0.0,M,,0000*5B
GPS_DATA,$GPGGA,063700.323,,,,,0,00,,,M,0.0,M,,0000*56
GPS_DATA,$GPGGA,063701.323,,,,,0,00,,,M,0.0,M,,0000*57
GPS_DATA,$GPGGA,063702.323,,,,,0,00,,,M,0.0,M,,0000*54
GPS_DATA,$GPGGA,063703.323,,,,,0,00,,,M,0.0,M,,0000*55
GPS_DATA,$GPGGA,063704.323,,,,,0,00,,,M,0.0,M,,0000*52
GPS_DATA,$GPGGA,063705.323,,,,,0,00,,,M,0.0,M,,0000*53
GPS_DATA,$GPGGA,063706.318,,,,,0,00,,,M,0.0,M,,0000*58
GPS_DATA,$GPGGA,063707.323,,,,,0,00,,,M,0.0,M,,0000*51
GPS_DATA,$GPGGA,063708.318,,,,,0,00,,,M,0.0,M,,0000*56
GPS_DATA,$GPGGA,063709.323,,,,,0,00,,,M,0.0,M,,0000*5F
GPS_DATA,$GPGGA,063710.326,,,,,0,00,,,M,0.0,M,,0000*52
GPS_DATA,$GPGGA,063711.327,,,,,0,00,,,M,0.0,M,,0000*52
GPS_DATA,$GPGGA,063712.328,,,,,0,00,,,M,0.0,M,,0000*5E
GPS_DATA,$GPGGA,063713.329,,,,,0,00,,,M,0.0,M,,0000*5E
