GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
GPS_DATA,$GPGGA,,,,,,0,00,99.99,,,,,,*48
